filename,xmin,ymin,xmax,ymax,confidence
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,222,363,286,412,0.646081
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,132,333,181,368,0.580971
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,462,518,510,555,0.548465
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,560,481,607,521,0.46745
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,381,468,429,509,0.43219
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,558,265,610,313,0.399474
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,69,587,105,616,0.373999
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,194,406,250,449,0.360967
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,455,204,513,239,0.347379
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,377,302,427,357,0.337041
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,369,250,421,288,0.33087
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,405,526,456,567,0.30975
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,430,609,485,639,0.27961
1_000356_jpg.rf.057d6f5a9fd03699346d9089f2d4a3b1.jpg,257,581,325,626,0.256343
1_000462_jpg.rf.fe6e4ddf5e7b345244423895a5eaf011.jpg,298,301,339,357,0.940903
1_000462_jpg.rf.fe6e4ddf5e7b345244423895a5eaf011.jpg,161,283,211,357,0.911331
1_000462_jpg.rf.fe6e4ddf5e7b345244423895a5eaf011.jpg,130,381,183,435,0.877317
1_000462_jpg.rf.fe6e4ddf5e7b345244423895a5eaf011.jpg,324,351,366,416,0.87605
1_000462_jpg.rf.fe6e4ddf5e7b345244423895a5eaf011.jpg,207,325,250,370,0.518677
1_000462_jpg.rf.fe6e4ddf5e7b345244423895a5eaf011.jpg,415,519,443,563,0.461222
1_000462_jpg.rf.fe6e4ddf5e7b345244423895a5eaf011.jpg,531,455,566,512,0.269039
1_000462_jpg.rf.fe6e4ddf5e7b345244423895a5eaf011.jpg,611,216,639,300,0.257766
1_000209_jpg.rf.0eb0da874075e854edd4e7baeaa557c5.jpg,467,394,499,428,0.670203
1_000209_jpg.rf.0eb0da874075e854edd4e7baeaa557c5.jpg,192,208,207,232,0.533248
1_000209_jpg.rf.0eb0da874075e854edd4e7baeaa557c5.jpg,274,310,289,329,0.455091
1_000209_jpg.rf.0eb0da874075e854edd4e7baeaa557c5.jpg,224,609,238,632,0.327428
1_000209_jpg.rf.0eb0da874075e854edd4e7baeaa557c5.jpg,301,169,313,183,0.306273
1_000209_jpg.rf.0eb0da874075e854edd4e7baeaa557c5.jpg,34,560,53,588,0.254968
1_000618_jpg.rf.6751df41bc167b82f71abe2e73d62d56.jpg,275,387,323,477,0.812508
1_000618_jpg.rf.6751df41bc167b82f71abe2e73d62d56.jpg,159,268,210,373,0.80756
1_000618_jpg.rf.6751df41bc167b82f71abe2e73d62d56.jpg,573,265,623,357,0.736537
1_000618_jpg.rf.6751df41bc167b82f71abe2e73d62d56.jpg,114,189,162,260,0.653594
1_000618_jpg.rf.6751df41bc167b82f71abe2e73d62d56.jpg,352,217,383,269,0.597663
1_000618_jpg.rf.6751df41bc167b82f71abe2e73d62d56.jpg,82,599,123,639,0.321578
1_000618_jpg.rf.6751df41bc167b82f71abe2e73d62d56.jpg,331,167,374,222,0.313807
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,139,413,196,509,0.865056
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,364,467,417,562,0.825832
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,138,293,188,372,0.723407
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,5,380,66,469,0.657085
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,104,415,197,509,0.652305
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,480,232,541,296,0.582799
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,200,167,228,217,0.579931
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,470,143,510,204,0.53294
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,93,229,145,298,0.49823
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,288,139,359,211,0.468029
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,71,425,140,523,0.445095
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,371,147,422,210,0.429741
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,58,246,115,345,0.405248
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,545,78,587,136,0.400555
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,381,38,424,98,0.361511
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,434,273,498,372,0.341996
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,433,230,541,370,0.332296
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,166,134,195,181,0.32669
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,135,105,169,149,0.326683
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,71,415,198,514,0.314415
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,435,232,500,372,0.2921
1_000368_jpg.rf.fa988fec1e39a7b57fe361cdaed06868.jpg,201,237,248,289,0.252304
1_000725_jpg.rf.0a892e13ea73a4f03a93c16a7259f5fb.jpg,596,521,619,559,0.540679
1_000725_jpg.rf.0a892e13ea73a4f03a93c16a7259f5fb.jpg,420,263,440,295,0.370119
1_000725_jpg.rf.0a892e13ea73a4f03a93c16a7259f5fb.jpg,498,339,523,386,0.271803
1_000296_jpg.rf.4250fecbade22cefb0b0e1d10c4042ed.jpg,249,113,300,181,0.922973
1_000296_jpg.rf.4250fecbade22cefb0b0e1d10c4042ed.jpg,395,210,427,261,0.57376
1_000296_jpg.rf.4250fecbade22cefb0b0e1d10c4042ed.jpg,138,173,168,216,0.557307
1_000296_jpg.rf.4250fecbade22cefb0b0e1d10c4042ed.jpg,288,279,323,325,0.320534
1_000296_jpg.rf.4250fecbade22cefb0b0e1d10c4042ed.jpg,600,89,638,137,0.267399
1_000644_jpg.rf.44e3a8f59c580beac34f5a0205044862.jpg,281,220,330,296,0.867257
1_000644_jpg.rf.44e3a8f59c580beac34f5a0205044862.jpg,372,376,408,455,0.766869
1_000644_jpg.rf.44e3a8f59c580beac34f5a0205044862.jpg,333,279,377,353,0.70891
1_000644_jpg.rf.44e3a8f59c580beac34f5a0205044862.jpg,39,326,93,415,0.70405
1_000644_jpg.rf.44e3a8f59c580beac34f5a0205044862.jpg,464,435,505,521,0.690673
1_000644_jpg.rf.44e3a8f59c580beac34f5a0205044862.jpg,150,20,189,94,0.526509
1_000644_jpg.rf.44e3a8f59c580beac34f5a0205044862.jpg,576,377,601,437,0.505055
1_000644_jpg.rf.44e3a8f59c580beac34f5a0205044862.jpg,195,514,231,599,0.474859
1_000644_jpg.rf.44e3a8f59c580beac34f5a0205044862.jpg,93,98,139,160,0.279341
1_000644_jpg.rf.44e3a8f59c580beac34f5a0205044862.jpg,11,210,32,253,0.278691
1_000644_jpg.rf.44e3a8f59c580beac34f5a0205044862.jpg,479,19,503,69,0.276419
1_000644_jpg.rf.44e3a8f59c580beac34f5a0205044862.jpg,599,561,639,638,0.253709
1_000097_jpg.rf.f5bfc4e4b37b11c6af6c3f533a4b4763.jpg,384,200,426,238,0.564653
1_000097_jpg.rf.f5bfc4e4b37b11c6af6c3f533a4b4763.jpg,295,156,334,185,0.423501
1_000097_jpg.rf.f5bfc4e4b37b11c6af6c3f533a4b4763.jpg,68,308,113,362,0.384505
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,472,254,500,294,0.880959
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,22,410,52,450,0.751463
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,397,275,424,313,0.721781
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,35,376,60,410,0.663596
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,32,303,61,339,0.621935
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,175,550,198,583,0.473283
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,293,269,309,293,0.455184
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,425,358,444,384,0.453704
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,339,215,362,248,0.440995
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,223,467,239,495,0.415901
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,327,360,349,392,0.350995
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,225,507,245,532,0.33389
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,317,104,342,138,0.283795
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,365,152,391,190,0.279192
1_000319_jpg.rf.420980baaacee39e276d75692d663bde.jpg,109,530,129,558,0.256824
1_000057_jpg.rf.437a5abfec7277709e01f962dfee812a.jpg,166,277,221,356,0.853494
1_000057_jpg.rf.437a5abfec7277709e01f962dfee812a.jpg,294,532,314,566,0.40558
1_000948_jpg.rf.da0e0074cb7489f9ce81dabed322d12e.jpg,167,301,231,423,0.479179
1_000948_jpg.rf.da0e0074cb7489f9ce81dabed322d12e.jpg,139,276,164,329,0.460838
1_000948_jpg.rf.da0e0074cb7489f9ce81dabed322d12e.jpg,483,424,536,542,0.447043
1_000948_jpg.rf.da0e0074cb7489f9ce81dabed322d12e.jpg,348,595,378,639,0.356196
1_000948_jpg.rf.da0e0074cb7489f9ce81dabed322d12e.jpg,575,280,607,331,0.317076
1_000948_jpg.rf.da0e0074cb7489f9ce81dabed322d12e.jpg,283,131,305,179,0.298282
1_000948_jpg.rf.da0e0074cb7489f9ce81dabed322d12e.jpg,275,89,298,126,0.289617
1_000425_jpg.rf.ebbb8d3a04d6239ba77450266c0d80c0.jpg,227,156,276,225,0.865976
1_000425_jpg.rf.ebbb8d3a04d6239ba77450266c0d80c0.jpg,406,361,434,402,0.71027
1_000425_jpg.rf.ebbb8d3a04d6239ba77450266c0d80c0.jpg,280,228,319,281,0.480205
1_000425_jpg.rf.ebbb8d3a04d6239ba77450266c0d80c0.jpg,429,436,466,478,0.433163
1_000425_jpg.rf.ebbb8d3a04d6239ba77450266c0d80c0.jpg,311,306,343,350,0.350038
1_000425_jpg.rf.ebbb8d3a04d6239ba77450266c0d80c0.jpg,283,479,315,521,0.25961
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,231,273,252,315,0.676005
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,430,566,462,628,0.640684
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,258,346,289,391,0.603733
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,385,500,410,542,0.585465
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,367,326,401,383,0.541271
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,58,85,83,139,0.534162
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,602,395,625,432,0.527755
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,509,534,535,587,0.459367
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,95,116,120,156,0.442123
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,155,508,176,552,0.394879
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,259,234,282,284,0.393506
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,325,357,343,397,0.392532
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,202,270,225,300,0.390724
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,187,225,214,275,0.384561
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,232,180,256,221,0.380551
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,415,504,433,540,0.373205
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,336,228,360,271,0.340089
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,294,403,314,439,0.302968
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,234,574,261,621,0.278244
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,304,548,326,590,0.277568
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,306,351,322,373,0.270041
1_000553_jpg.rf.daa213a76e6c0d0e1862ea5f04db24c3.jpg,235,132,259,174,0.265987
1_000022_jpg.rf.0cc3fbad77af627e9888df4997063f21.jpg,425,105,476,183,0.86662
1_000022_jpg.rf.0cc3fbad77af627e9888df4997063f21.jpg,233,369,277,453,0.728766
1_000021_jpg.rf.ed1ec8b58d054a87fede8622c4a1381b.jpg,351,255,404,344,0.912288
1_000021_jpg.rf.ed1ec8b58d054a87fede8622c4a1381b.jpg,128,202,163,256,0.276582
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,298,493,333,554,0.843223
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,314,192,342,255,0.819939
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,197,502,231,569,0.651347
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,206,283,231,335,0.651047
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,98,50,138,116,0.650797
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,171,69,204,128,0.530266
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,471,132,502,183,0.510448
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,339,151,365,201,0.436749
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,528,448,558,500,0.330941
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,23,583,51,639,0.32796
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,283,405,306,447,0.325823
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,178,370,208,417,0.31316
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,171,10,206,75,0.304703
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,467,587,496,637,0.301801
1_000037_jpg.rf.d4759e34c4dfa5889a1623df8c1bb565.jpg,573,307,596,353,0.278268
1_000297_jpg.rf.06e0b06ccfd4bcd1e7202ce61fdea098.jpg,159,333,187,373,0.697373
1_000297_jpg.rf.06e0b06ccfd4bcd1e7202ce61fdea098.jpg,207,353,257,413,0.587535
1_000297_jpg.rf.06e0b06ccfd4bcd1e7202ce61fdea098.jpg,93,495,128,538,0.486318
1_000297_jpg.rf.06e0b06ccfd4bcd1e7202ce61fdea098.jpg,45,157,82,216,0.356756
1_000297_jpg.rf.06e0b06ccfd4bcd1e7202ce61fdea098.jpg,502,261,547,324,0.35031
1_000297_jpg.rf.06e0b06ccfd4bcd1e7202ce61fdea098.jpg,388,389,427,437,0.320568
1_000297_jpg.rf.06e0b06ccfd4bcd1e7202ce61fdea098.jpg,21,91,61,156,0.309967
1_000297_jpg.rf.06e0b06ccfd4bcd1e7202ce61fdea098.jpg,428,350,478,416,0.271883
1_000210_jpg.rf.31f96a27f1ba48702d1b05be7633f6d5.jpg,376,278,460,380,0.902941
1_000210_jpg.rf.31f96a27f1ba48702d1b05be7633f6d5.jpg,245,67,324,164,0.878832
1_000210_jpg.rf.31f96a27f1ba48702d1b05be7633f6d5.jpg,16,232,169,389,0.635206
1_000210_jpg.rf.31f96a27f1ba48702d1b05be7633f6d5.jpg,578,354,639,457,0.517676
1_000210_jpg.rf.31f96a27f1ba48702d1b05be7633f6d5.jpg,251,267,340,400,0.335168
1_000210_jpg.rf.31f96a27f1ba48702d1b05be7633f6d5.jpg,277,0,350,52,0.306927
1_000210_jpg.rf.31f96a27f1ba48702d1b05be7633f6d5.jpg,414,67,479,187,0.301563
1_000544_jpg.rf.203d3c9f50ffd5849d2cce771a39cd9b.jpg,7,376,51,441,0.479558
1_000544_jpg.rf.203d3c9f50ffd5849d2cce771a39cd9b.jpg,320,280,360,351,0.428074
1_000544_jpg.rf.203d3c9f50ffd5849d2cce771a39cd9b.jpg,155,228,181,283,0.423217
1_000544_jpg.rf.203d3c9f50ffd5849d2cce771a39cd9b.jpg,237,330,270,399,0.354234
1_000544_jpg.rf.203d3c9f50ffd5849d2cce771a39cd9b.jpg,146,406,188,466,0.274813
1_000544_jpg.rf.203d3c9f50ffd5849d2cce771a39cd9b.jpg,321,172,354,225,0.260793
1_000148_jpg.rf.65628ed80cc152c6591f8b68fa7c9fd0.jpg,84,46,124,80,0.80619
1_000148_jpg.rf.65628ed80cc152c6591f8b68fa7c9fd0.jpg,540,541,574,566,0.565327
1_000148_jpg.rf.65628ed80cc152c6591f8b68fa7c9fd0.jpg,342,568,384,603,0.435195
1_000148_jpg.rf.65628ed80cc152c6591f8b68fa7c9fd0.jpg,571,497,598,518,0.431368
1_000148_jpg.rf.65628ed80cc152c6591f8b68fa7c9fd0.jpg,499,505,536,533,0.411309
1_000148_jpg.rf.65628ed80cc152c6591f8b68fa7c9fd0.jpg,583,596,612,619,0.389928
1_000148_jpg.rf.65628ed80cc152c6591f8b68fa7c9fd0.jpg,547,191,580,219,0.35031
